timestamp,ip,eventType,status
2024-01-15 02:16:01,45.33.32.156,FAILED_LOGIN,FAILURE
2024-01-15 02:18:17,192.168.1.20,FAILED_LOGIN,FAILURE
2024-01-15 02:21:16,10.0.0.5,NORMAL,SUCCESS
2024-01-15 02:23:41,172.16.0.5,NORMAL,SUCCESS
2024-01-15 02:27:20,10.0.0.55,UNAUTHORIZED_ACCESS,BLOCKED
2024-01-15 02:27:59,192.168.1.10,NORMAL,SUCCESS
2024-01-15 02:32:41,10.0.0.5,MALWARE_DETECTED,QUARANTINED
2024-01-15 02:36:15,10.0.0.25,NORMAL,SUCCESS
2024-01-15 02:38:44,172.16.0.99,MALWARE_DETECTED,QUARANTINED
2024-01-15 02:43:13,172.16.0.10,NORMAL,SUCCESS
2024-01-15 02:47:29,10.0.0.25,SUSPICIOUS_SCAN,WARNING
2024-01-15 02:50:53,192.168.1.30,FAILED_LOGIN,FAILURE
2024-01-15 02:51:00,10.0.0.55,BRUTE_FORCE,DETECTED
2024-01-15 02:55:23,192.168.1.20,SUSPICIOUS_SCAN,WARNING
2024-01-15 02:57:11,10.0.0.5,SUSPICIOUS_SCAN,WARNING
2024-01-15 03:01:40,192.168.1.20,MALWARE_DETECTED,QUARANTINED
2024-01-15 03:06:11,10.0.0.25,FAILED_LOGIN,FAILURE
2024-01-15 03:06:16,12.25.157.218,FAILED_LOGIN,FAILURE
2024-01-15 03:10:34,10.0.0.5,MALWARE_DETECTED,QUARANTINED
2024-01-15 03:13:21,10.0.0.55,MALWARE_DETECTED,QUARANTINED
2024-01-15 03:13:38,192.168.1.30,FAILED_LOGIN,FAILURE
2024-01-15 03:17:50,172.16.0.99,FAILED_LOGIN,FAILURE
2024-01-15 03:21:53,192.168.1.30,FAILED_LOGIN,FAILURE
2024-01-15 03:22:04,45.33.32.156,UNAUTHORIZED_ACCESS,BLOCKED
2024-01-15 03:25:29,172.16.0.99,MALWARE_DETECTED,QUARANTINED
2024-01-15 03:29:09,10.0.0.25,FAILED_LOGIN,FAILURE
2024-01-15 03:31:16,45.33.32.156,MALWARE_DETECTED,QUARANTINED
2024-01-15 03:34:21,10.0.0.5,FAILED_LOGIN,FAILURE
2024-01-15 03:38:34,172.16.0.10,SUSPICIOUS_SCAN,WARNING
2024-01-15 03:40:22,172.16.0.10,FAILED_LOGIN,FAILURE
2024-01-15 03:44:19,45.33.32.156,FAILED_LOGIN,FAILURE
2024-01-15 03:48:45,10.0.0.5,NORMAL,SUCCESS
2024-01-15 03:53:12,192.168.1.101,FAILED_LOGIN,FAILURE
2024-01-15 03:57:13,172.16.0.5,UNAUTHORIZED_ACCESS,BLOCKED
2024-01-15 03:57:32,192.168.1.101,FAILED_LOGIN,FAILURE
2024-01-15 03:57:39,192.168.1.20,NORMAL,SUCCESS
2024-01-15 04:02:39,192.168.1.20,FAILED_LOGIN,FAILURE
2024-01-15 04:05:32,192.168.1.10,NORMAL,SUCCESS
2024-01-15 04:09:40,10.0.0.5,NORMAL,SUCCESS
2024-01-15 04:12:11,192.168.1.10,NORMAL,SUCCESS
2024-01-15 04:13:50,172.16.0.99,UNAUTHORIZED_ACCESS,BLOCKED
2024-01-15 04:16:25,172.16.0.10,FAILED_LOGIN,FAILURE
2024-01-15 04:17:32,172.16.0.10,FAILED_LOGIN,FAILURE
2024-01-15 04:21:19,192.168.1.10,FAILED_LOGIN,FAILURE
2024-01-15 04:21:48,192.168.1.20,BRUTE_FORCE,DETECTED
2024-01-15 04:22:44,45.33.32.156,BRUTE_FORCE,DETECTED
2024-01-15 04:25:41,172.16.0.10,FAILED_LOGIN,FAILURE
2024-01-15 04:27:25,10.0.0.55,SUSPICIOUS_SCAN,WARNING
2024-01-15 04:30:25,203.0.113.42,FAILED_LOGIN,FAILURE
2024-01-15 04:33:56,192.168.1.101,MALWARE_DETECTED,QUARANTINED
2024-01-15 04:37:47,111.207.56.44,NORMAL,SUCCESS
2024-01-15 04:38:30,192.168.1.10,FAILED_LOGIN,FAILURE
2024-01-15 04:40:40,10.0.0.55,MALWARE_DETECTED,QUARANTINED
2024-01-15 04:40:45,190.244.67.209,BRUTE_FORCE,DETECTED
2024-01-15 04:44:34,192.168.1.10,NORMAL,SUCCESS
2024-01-15 04:46:14,10.0.0.25,BRUTE_FORCE,DETECTED
2024-01-15 04:51:06,192.168.1.10,BRUTE_FORCE,DETECTED
2024-01-15 04:55:07,10.0.0.15,FAILED_LOGIN,FAILURE
2024-01-15 04:59:43,10.0.0.25,FAILED_LOGIN,FAILURE
2024-01-15 05:01:49,172.16.0.99,MALWARE_DETECTED,QUARANTINED
2024-01-15 05:03:57,192.168.1.20,NORMAL,SUCCESS
2024-01-15 05:04:07,10.0.0.25,FAILED_LOGIN,FAILURE
2024-01-15 05:05:15,25.142.159.62,NORMAL,SUCCESS
2024-01-15 05:07:32,203.0.113.42,SUSPICIOUS_SCAN,WARNING
2024-01-15 05:10:50,192.168.1.20,SUSPICIOUS_SCAN,WARNING
2024-01-15 05:10:57,165.86.142.243,NORMAL,SUCCESS
2024-01-15 05:14:48,192.168.1.20,SUSPICIOUS_SCAN,WARNING
2024-01-15 05:17:45,172.16.0.99,FAILED_LOGIN,FAILURE
2024-01-15 05:19:09,10.0.0.15,FAILED_LOGIN,FAILURE
2024-01-15 05:20:58,192.168.1.101,SUSPICIOUS_SCAN,WARNING
2024-01-15 05:21:30,203.0.113.42,FAILED_LOGIN,FAILURE
2024-01-15 05:25:35,172.16.0.10,FAILED_LOGIN,FAILURE
2024-01-15 05:27:19,172.16.0.10,SUSPICIOUS_SCAN,WARNING
2024-01-15 05:28:32,192.168.1.20,NORMAL,SUCCESS
2024-01-15 05:33:25,105.16.200.11,BRUTE_FORCE,DETECTED
2024-01-15 05:35:11,192.168.1.10,SUSPICIOUS_SCAN,WARNING
2024-01-15 05:37:03,10.0.0.5,FAILED_LOGIN,FAILURE
2024-01-15 05:40:07,172.16.0.5,BRUTE_FORCE,DETECTED
2024-01-15 05:44:22,172.16.0.5,NORMAL,SUCCESS
2024-01-15 05:48:10,172.16.0.5,MALWARE_DETECTED,QUARANTINED
2024-01-15 05:48:17,10.0.0.55,FAILED_LOGIN,FAILURE
2024-01-15 05:49:06,10.0.0.25,SUSPICIOUS_SCAN,WARNING
2024-01-15 05:50:06,192.168.1.101,SUSPICIOUS_SCAN,WARNING
2024-01-15 05:51:52,10.0.0.5,FAILED_LOGIN,FAILURE
2024-01-15 05:54:35,192.168.1.10,MALWARE_DETECTED,QUARANTINED
2024-01-15 05:57:48,10.0.0.15,UNAUTHORIZED_ACCESS,BLOCKED
2024-01-15 05:59:49,10.0.0.25,SUSPICIOUS_SCAN,WARNING
2024-01-15 06:04:15,192.168.1.101,UNAUTHORIZED_ACCESS,BLOCKED
2024-01-15 06:05:18,10.0.0.15,FAILED_LOGIN,FAILURE
2024-01-15 06:09:56,192.168.1.20,NORMAL,SUCCESS
2024-01-15 06:13:11,203.0.113.42,MALWARE_DETECTED,QUARANTINED
2024-01-15 06:14:29,10.0.0.5,BRUTE_FORCE,DETECTED
2024-01-15 06:17:22,172.16.0.10,SUSPICIOUS_SCAN,WARNING
2024-01-15 06:20:46,133.218.15.188,FAILED_LOGIN,FAILURE
2024-01-15 06:23:18,192.168.1.10,BRUTE_FORCE,DETECTED
2024-01-15 06:27:37,192.168.1.30,NORMAL,SUCCESS
2024-01-15 06:30:17,172.16.0.5,NORMAL,SUCCESS
2024-01-15 06:34:39,10.0.0.5,SUSPICIOUS_SCAN,WARNING
2024-01-15 06:35:34,203.0.113.42,MALWARE_DETECTED,QUARANTINED
2024-01-15 06:40:14,172.16.0.5,NORMAL,SUCCESS
2024-01-15 06:44:15,172.16.0.5,SUSPICIOUS_SCAN,WARNING
2024-01-15 06:46:33,203.0.113.42,FAILED_LOGIN,FAILURE
2024-01-15 06:47:49,10.0.0.25,NORMAL,SUCCESS
2024-01-15 06:50:41,45.33.32.156,UNAUTHORIZED_ACCESS,BLOCKED
2024-01-15 06:53:37,10.0.0.5,SUSPICIOUS_SCAN,WARNING
2024-01-15 06:57:53,45.33.32.156,FAILED_LOGIN,FAILURE
2024-01-15 07:02:14,10.0.0.25,SUSPICIOUS_SCAN,WARNING
2024-01-15 07:03:38,192.168.1.10,UNAUTHORIZED_ACCESS,BLOCKED
2024-01-15 07:05:01,172.16.0.10,BRUTE_FORCE,DETECTED
2024-01-15 07:08:46,172.16.0.10,NORMAL,SUCCESS
2024-01-15 07:09:15,192.168.1.101,BRUTE_FORCE,DETECTED
2024-01-15 07:11:57,192.168.1.101,FAILED_LOGIN,FAILURE
2024-01-15 07:15:53,172.16.0.5,NORMAL,SUCCESS
2024-01-15 07:18:18,10.0.0.5,UNAUTHORIZED_ACCESS,BLOCKED
2024-01-15 07:22:27,10.0.0.55,SUSPICIOUS_SCAN,WARNING
2024-01-15 07:23:21,172.16.0.5,BRUTE_FORCE,DETECTED
2024-01-15 07:25:04,192.168.1.30,NORMAL,SUCCESS
2024-01-15 07:27:34,192.168.1.10,SUSPICIOUS_SCAN,WARNING
2024-01-15 07:28:50,192.168.1.10,SUSPICIOUS_SCAN,WARNING
2024-01-15 07:30:33,192.168.1.10,UNAUTHORIZED_ACCESS,BLOCKED
2024-01-15 07:31:15,192.168.1.30,UNAUTHORIZED_ACCESS,BLOCKED
2024-01-15 07:33:15,203.0.113.42,MALWARE_DETECTED,QUARANTINED
2024-01-15 07:35:41,172.16.0.5,FAILED_LOGIN,FAILURE
2024-01-15 07:39:34,192.168.1.30,FAILED_LOGIN,FAILURE
2024-01-15 07:44:09,192.168.1.20,NORMAL,SUCCESS
2024-01-15 07:48:46,192.168.1.30,FAILED_LOGIN,FAILURE
2024-01-15 07:52:47,192.168.1.20,FAILED_LOGIN,FAILURE
2024-01-15 07:54:03,192.168.1.101,BRUTE_FORCE,DETECTED
2024-01-15 07:56:37,10.0.0.5,FAILED_LOGIN,FAILURE
2024-01-15 07:58:59,10.0.0.15,NORMAL,SUCCESS
2024-01-15 08:03:56,10.0.0.25,MALWARE_DETECTED,QUARANTINED
2024-01-15 08:08:43,10.0.0.25,SUSPICIOUS_SCAN,WARNING
2024-01-15 08:08:48,10.0.0.55,UNAUTHORIZED_ACCESS,BLOCKED
2024-01-15 08:13:21,10.0.0.15,BRUTE_FORCE,DETECTED
2024-01-15 08:14:21,10.0.0.55,UNAUTHORIZED_ACCESS,BLOCKED
2024-01-15 08:14:55,10.0.0.25,SUSPICIOUS_SCAN,WARNING
2024-01-15 08:19:06,192.168.1.10,MALWARE_DETECTED,QUARANTINED
2024-01-15 08:22:25,10.0.0.5,SUSPICIOUS_SCAN,WARNING
2024-01-15 08:26:10,45.33.32.156,FAILED_LOGIN,FAILURE
2024-01-15 08:28:15,192.168.1.101,BRUTE_FORCE,DETECTED
2024-01-15 08:32:54,10.0.0.15,FAILED_LOGIN,FAILURE
2024-01-15 08:33:39,10.0.0.25,NORMAL,SUCCESS
2024-01-15 08:35:18,45.33.32.156,BRUTE_FORCE,DETECTED
2024-01-15 08:39:14,172.16.0.5,FAILED_LOGIN,FAILURE
2024-01-15 08:41:23,10.0.0.15,UNAUTHORIZED_ACCESS,BLOCKED
2024-01-15 08:45:46,192.168.1.10,FAILED_LOGIN,FAILURE
2024-01-15 08:49:10,192.168.1.30,NORMAL,SUCCESS
2024-01-15 08:51:41,192.168.1.101,FAILED_LOGIN,FAILURE
2024-01-15 08:54:43,117.56.169.120,NORMAL,SUCCESS
2024-01-15 08:55:19,192.168.1.20,NORMAL,SUCCESS
2024-01-15 08:59:00,10.0.0.15,NORMAL,SUCCESS
2024-01-15 08:59:30,172.16.0.5,SUSPICIOUS_SCAN,WARNING
2024-01-15 09:02:23,14.100.111.29,SUSPICIOUS_SCAN,WARNING
2024-01-15 09:03:01,172.16.0.5,NORMAL,SUCCESS
2024-01-15 09:03:04,10.0.0.55,BRUTE_FORCE,DETECTED
2024-01-15 09:05:21,172.16.0.10,FAILED_LOGIN,FAILURE
2024-01-15 09:05:53,10.0.0.5,SUSPICIOUS_SCAN,WARNING
2024-01-15 09:10:23,192.168.1.20,UNAUTHORIZED_ACCESS,BLOCKED
2024-01-15 09:14:55,10.0.0.15,FAILED_LOGIN,FAILURE
2024-01-15 09:19:05,172.16.0.99,MALWARE_DETECTED,QUARANTINED
2024-01-15 09:23:34,192.168.1.10,FAILED_LOGIN,FAILURE
2024-01-15 09:23:43,203.0.113.42,FAILED_LOGIN,FAILURE
2024-01-15 09:23:45,192.168.1.30,NORMAL,SUCCESS
2024-01-15 09:23:54,141.199.20.224,MALWARE_DETECTED,QUARANTINED
2024-01-15 09:27:10,213.239.91.220,NORMAL,SUCCESS
2024-01-15 09:28:36,45.33.32.156,FAILED_LOGIN,FAILURE
2024-01-15 09:31:31,10.0.0.15,BRUTE_FORCE,DETECTED
2024-01-15 09:33:35,192.168.1.30,UNAUTHORIZED_ACCESS,BLOCKED
2024-01-15 09:35:05,203.0.113.42,FAILED_LOGIN,FAILURE
2024-01-15 09:39:20,172.16.0.5,UNAUTHORIZED_ACCESS,BLOCKED
2024-01-15 09:41:30,192.168.1.101,FAILED_LOGIN,FAILURE
2024-01-15 09:44:41,192.168.1.20,NORMAL,SUCCESS
2024-01-15 09:46:35,74.35.46.86,FAILED_LOGIN,FAILURE
2024-01-15 09:49:58,10.0.0.55,FAILED_LOGIN,FAILURE
2024-01-15 09:54:25,10.0.0.25,NORMAL,SUCCESS
2024-01-15 09:54:51,192.168.1.20,SUSPICIOUS_SCAN,WARNING
2024-01-15 09:55:39,172.16.0.5,SUSPICIOUS_SCAN,WARNING
2024-01-15 09:58:28,192.168.1.30,NORMAL,SUCCESS
2024-01-15 10:02:01,192.168.1.10,FAILED_LOGIN,FAILURE
2024-01-15 10:05:51,172.16.0.5,NORMAL,SUCCESS
2024-01-15 10:09:45,10.0.0.5,MALWARE_DETECTED,QUARANTINED
2024-01-15 10:12:41,172.16.0.5,FAILED_LOGIN,FAILURE
2024-01-15 10:16:59,10.0.0.25,FAILED_LOGIN,FAILURE
2024-01-15 10:18:55,192.168.1.20,NORMAL,SUCCESS
2024-01-15 10:21:02,192.168.1.30,FAILED_LOGIN,FAILURE
2024-01-15 10:24:20,208.206.129.100,BRUTE_FORCE,DETECTED
2024-01-15 10:25:09,172.16.0.5,UNAUTHORIZED_ACCESS,BLOCKED
2024-01-15 10:27:19,192.168.1.101,FAILED_LOGIN,FAILURE
2024-01-15 10:30:42,172.16.0.5,SUSPICIOUS_SCAN,WARNING
2024-01-15 10:31:18,172.16.0.5,UNAUTHORIZED_ACCESS,BLOCKED
2024-01-15 10:35:42,203.0.113.42,MALWARE_DETECTED,QUARANTINED
2024-01-15 10:40:14,10.0.0.25,NORMAL,SUCCESS
2024-01-15 10:40:17,192.168.1.20,BRUTE_FORCE,DETECTED
2024-01-15 10:43:21,45.33.32.156,UNAUTHORIZED_ACCESS,BLOCKED
2024-01-15 10:47:57,10.0.0.5,UNAUTHORIZED_ACCESS,BLOCKED
2024-01-15 10:50:08,172.16.0.10,SUSPICIOUS_SCAN,WARNING
2024-01-15 10:53:02,192.168.1.20,FAILED_LOGIN,FAILURE
2024-01-15 10:53:19,192.168.1.101,MALWARE_DETECTED,QUARANTINED
2024-01-15 10:55:11,172.16.0.5,NORMAL,SUCCESS
2024-01-15 10:55:34,10.0.0.5,NORMAL,SUCCESS
2024-01-15 10:56:36,172.16.0.5,SUSPICIOUS_SCAN,WARNING
2024-01-15 10:57:12,10.0.0.15,SUSPICIOUS_SCAN,WARNING
2024-01-15 10:57:51,172.16.0.10,FAILED_LOGIN,FAILURE
2024-01-15 11:01:04,10.0.0.55,FAILED_LOGIN,FAILURE
2024-01-15 11:04:48,192.168.1.30,FAILED_LOGIN,FAILURE
2024-01-15 11:08:55,192.168.1.30,NORMAL,SUCCESS
2024-01-15 11:13:36,10.0.0.15,FAILED_LOGIN,FAILURE
2024-01-15 11:17:44,10.0.0.5,SUSPICIOUS_SCAN,WARNING
2024-01-15 11:21:25,10.0.0.55,BRUTE_FORCE,DETECTED
2024-01-15 11:24:45,192.168.1.20,BRUTE_FORCE,DETECTED
2024-01-15 11:26:49,172.16.0.99,MALWARE_DETECTED,QUARANTINED
2024-01-15 11:31:00,172.16.0.5,FAILED_LOGIN,FAILURE
2024-01-15 11:35:24,45.33.32.156,FAILED_LOGIN,FAILURE
2024-01-15 11:38:58,172.16.0.99,SUSPICIOUS_SCAN,WARNING
2024-01-15 11:39:59,45.33.32.156,FAILED_LOGIN,FAILURE
2024-01-15 11:41:40,10.0.0.25,UNAUTHORIZED_ACCESS,BLOCKED
2024-01-15 11:45:12,192.168.1.30,SUSPICIOUS_SCAN,WARNING
2024-01-15 11:49:30,10.0.0.15,SUSPICIOUS_SCAN,WARNING
2024-01-15 11:52:37,10.0.0.15,SUSPICIOUS_SCAN,WARNING
2024-01-15 11:54:12,172.16.0.99,FAILED_LOGIN,FAILURE
2024-01-15 11:58:43,172.16.0.99,MALWARE_DETECTED,QUARANTINED
2024-01-15 12:02:51,10.0.0.15,SUSPICIOUS_SCAN,WARNING
2024-01-15 12:04:09,192.168.1.10,NORMAL,SUCCESS
2024-01-15 12:06:06,10.0.0.15,SUSPICIOUS_SCAN,WARNING
2024-01-15 12:09:29,192.168.1.10,UNAUTHORIZED_ACCESS,BLOCKED
2024-01-15 12:13:14,10.0.0.25,BRUTE_FORCE,DETECTED
2024-01-15 12:15:49,48.225.29.176,NORMAL,SUCCESS
2024-01-15 12:19:18,172.16.0.5,NORMAL,SUCCESS
2024-01-15 12:22:34,172.16.0.5,SUSPICIOUS_SCAN,WARNING
2024-01-15 12:22:52,192.168.1.10,FAILED_LOGIN,FAILURE
2024-01-15 12:24:46,192.168.1.101,MALWARE_DETECTED,QUARANTINED
2024-01-15 12:29:43,172.16.0.10,NORMAL,SUCCESS
2024-01-15 12:33:43,172.16.0.5,NORMAL,SUCCESS
2024-01-15 12:35:38,10.0.0.55,FAILED_LOGIN,FAILURE
2024-01-15 12:38:45,192.168.1.10,UNAUTHORIZED_ACCESS,BLOCKED
2024-01-15 12:42:25,172.16.0.99,SUSPICIOUS_SCAN,WARNING
2024-01-15 12:43:22,10.0.0.25,NORMAL,SUCCESS
2024-01-15 12:45:26,192.168.1.101,MALWARE_DETECTED,QUARANTINED
2024-01-15 12:46:10,10.0.0.25,NORMAL,SUCCESS
2024-01-15 12:46:29,172.16.0.5,FAILED_LOGIN,FAILURE
2024-01-15 12:49:12,192.168.1.20,SUSPICIOUS_SCAN,WARNING
2024-01-15 12:50:42,10.0.0.15,SUSPICIOUS_SCAN,WARNING
2024-01-15 12:55:31,192.168.1.20,NORMAL,SUCCESS
2024-01-15 13:00:09,172.16.0.10,UNAUTHORIZED_ACCESS,BLOCKED
2024-01-15 13:02:24,192.168.1.30,SUSPICIOUS_SCAN,WARNING
2024-01-15 13:06:33,172.16.0.5,FAILED_LOGIN,FAILURE
2024-01-15 13:07:51,203.0.113.42,UNAUTHORIZED_ACCESS,BLOCKED
2024-01-15 13:11:52,21.211.179.85,NORMAL,SUCCESS
2024-01-15 13:12:56,38.239.43.137,UNAUTHORIZED_ACCESS,BLOCKED
2024-01-15 13:17:00,192.168.1.10,SUSPICIOUS_SCAN,WARNING
2024-01-15 13:21:13,10.0.0.55,FAILED_LOGIN,FAILURE
2024-01-15 13:22:59,10.0.0.5,NORMAL,SUCCESS
2024-01-15 13:25:49,192.168.1.20,NORMAL,SUCCESS
2024-01-15 13:29:22,192.168.1.20,FAILED_LOGIN,FAILURE
2024-01-15 13:32:36,72.9.71.66,FAILED_LOGIN,FAILURE
2024-01-15 13:33:42,10.0.0.15,FAILED_LOGIN,FAILURE
2024-01-15 13:34:58,192.168.1.101,FAILED_LOGIN,FAILURE
2024-01-15 13:37:57,192.168.1.101,FAILED_LOGIN,FAILURE
2024-01-15 13:40:00,172.16.0.5,FAILED_LOGIN,FAILURE
2024-01-15 13:40:53,10.0.0.15,BRUTE_FORCE,DETECTED
2024-01-15 13:41:43,192.168.1.30,NORMAL,SUCCESS
2024-01-15 13:43:34,192.168.1.20,FAILED_LOGIN,FAILURE
2024-01-15 13:46:09,172.16.0.10,FAILED_LOGIN,FAILURE
2024-01-15 13:48:35,192.168.1.10,NORMAL,SUCCESS
2024-01-15 13:50:11,192.168.1.10,FAILED_LOGIN,FAILURE
2024-01-15 13:53:15,192.168.1.10,UNAUTHORIZED_ACCESS,BLOCKED
2024-01-15 13:57:09,192.168.1.30,BRUTE_FORCE,DETECTED
2024-01-15 14:00:41,192.168.1.30,NORMAL,SUCCESS
2024-01-15 14:04:08,10.0.0.55,UNAUTHORIZED_ACCESS,BLOCKED
2024-01-15 14:08:26,10.0.0.15,FAILED_LOGIN,FAILURE
2024-01-15 14:12:06,172.16.0.5,SUSPICIOUS_SCAN,WARNING
2024-01-15 14:16:42,172.16.0.99,SUSPICIOUS_SCAN,WARNING
2024-01-15 14:18:25,192.168.1.20,FAILED_LOGIN,FAILURE
2024-01-15 14:22:03,10.0.0.5,FAILED_LOGIN,FAILURE
2024-01-15 14:24:56,192.168.1.101,FAILED_LOGIN,FAILURE
2024-01-15 14:27:01,192.168.1.30,NORMAL,SUCCESS
2024-01-15 14:30:10,172.16.0.5,NORMAL,SUCCESS
2024-01-15 14:34:19,10.0.0.55,FAILED_LOGIN,FAILURE
2024-01-15 14:37:27,197.148.132.215,SUSPICIOUS_SCAN,WARNING
2024-01-15 14:37:31,10.0.0.5,MALWARE_DETECTED,QUARANTINED
2024-01-15 14:38:02,192.168.1.30,UNAUTHORIZED_ACCESS,BLOCKED
2024-01-15 14:40:20,10.0.0.55,FAILED_LOGIN,FAILURE
2024-01-15 14:43:23,172.16.0.5,NORMAL,SUCCESS
2024-01-15 14:47:09,10.0.0.15,BRUTE_FORCE,DETECTED
2024-01-15 14:47:28,192.168.1.20,FAILED_LOGIN,FAILURE
2024-01-15 14:49:26,192.168.1.101,BRUTE_FORCE,DETECTED
2024-01-15 14:53:39,10.0.0.55,SUSPICIOUS_SCAN,WARNING
2024-01-15 14:58:24,187.241.215.225,NORMAL,SUCCESS
2024-01-15 15:01:44,172.16.0.99,UNAUTHORIZED_ACCESS,BLOCKED
2024-01-15 15:03:53,150.171.126.226,MALWARE_DETECTED,QUARANTINED
2024-01-15 15:05:29,203.0.113.42,FAILED_LOGIN,FAILURE
2024-01-15 15:08:33,192.168.1.10,UNAUTHORIZED_ACCESS,BLOCKED
2024-01-15 15:11:15,10.0.0.5,NORMAL,SUCCESS
2024-01-15 15:16:10,172.16.0.99,FAILED_LOGIN,FAILURE
2024-01-15 15:18:08,45.33.32.156,BRUTE_FORCE,DETECTED
2024-01-15 15:21:37,192.168.1.20,NORMAL,SUCCESS
2024-01-15 15:22:58,172.16.0.5,NORMAL,SUCCESS
2024-01-15 15:26:37,192.168.1.10,NORMAL,SUCCESS
2024-01-15 15:31:35,10.0.0.25,NORMAL,SUCCESS
2024-01-15 15:33:57,172.16.0.99,BRUTE_FORCE,DETECTED
2024-01-15 15:38:18,10.0.0.15,BRUTE_FORCE,DETECTED
2024-01-15 15:42:04,192.168.1.30,FAILED_LOGIN,FAILURE
2024-01-15 15:42:41,172.16.0.10,SUSPICIOUS_SCAN,WARNING
2024-01-15 15:45:20,10.0.0.55,MALWARE_DETECTED,QUARANTINED
